CODIGO	NOME_FUNDO	TIPO_PRODUTO	CEDENTE	SACADO	LIMITE_CEDENTE	ESTADO_CEDENTE	ESTADO_SACADO	VENCIMENTO	DATA_EMISSAO	DATA_PAGAMENTO	VALOR_REAL	VALOR_DESAGIO	TAXA_MENSAL	RISCO_1	RISCO_2	RISCO_3	RISCO_4	RISCO_5	RISCO_6	RISCO_7	RISCO_8	RISCO_9	RISCO_10	RISCO_11	RISCO_12	RISCO_13	RISCO_14	RISCO_15	RISCO_16	RISCO_17	RISCO_18	RISCO_19	RISCO_20	RISCO_21	STATUS_LIQ_TITULO
85	Fundo 2	Produto 1	Cedente 1	Sacado 2220	8035714	PA	GO	2018-06-26	2018-04-27	2018-06-27	1446.37	126.1768981	0.042706547	0.190671	0.5	0.953898	0.028278	0.013354	0.224595	0	0.127178453	0.020195	0.165011	0.666667	0.146513	0.347007	0	0.333333	0.6	0.010698	0.013903	0.407407	0.671586	0.006645	ATRASO
86	Fundo 1	Produto 1	Cedente 2	Sacado 2221	10000000	CE	SE	2018-01-31	2017-11-01	2018-01-31	398	38.66393763	0.031036239	0.028472	1	0		0		0	0.475117225	0		0		0.168124	0	0.066667	0.2	0.727965	0.738669	0.407407	0.860111	0.93826	EM_DIA
87	Fundo 1	Produto 1	Cedente 2	Sacado 247	10000000	CE	RS	2018-04-27	2018-04-03	2018-04-27	418.75	11.59362537	0.034726788	0.049404	1	0		0		0	0.365498014	0.000294	0.014901	0		0.065905	0	0.133333	0.4	0.068841	0.067488	0.37037	0.890251	0.143998	EM_DIA
88	Fundo 1	Produto 1	Cedente 2	Sacado 2222	10000000	CE	RS	2018-04-27	2018-03-29	2018-04-26	1363.4	68.17556411	0.051772256	0.046926	1	0		0		0	0.355393303	0.000313	0.003311	0		0.065905	0	0.133333	0.4	0.946039	0.950397	0.382716	0.868756	0.647492	EM_DIA
89	Fundo 2	Produto 1	Cedente 1	Sacado 2223	8035714	PA	SP	2018-06-24	2018-04-25	2018-06-24	6107.15	258.7209978	0.020962106	0.190671	0.5	0.953898	0.028278	0.013354	0.224595	0	0.450336203	0.020195	0.165011	0.666667	0.146513	0.347007	0	0.333333	0.6	0.010698	0.013903	0.407407	0.671586	0.95631	EM_DIA
90	Fundo 1	Produto 1	Cedente 2	Sacado 122	10000000	CE	AM	2018-04-01	2017-12-05	2018-04-01	290.73	23.42661029	0.020069669	0.035188	1	0		0		0	0.092283167	0.000002	0.001656	0		0.104237	0	0	0	0.080269	0.078879	0.407407	0.888131	0.994985	EM_DIA
91	Fundo 1	Produto 1	Cedente 2	Sacado 2224	10000000	CE	SE	2018-04-02	2018-02-27	2018-04-02	2407.85	215.8926747	0.078709587	0.04491	1	0		0		0	0.640245077	0.000553	0.009382	0		0	0	0.133333	0.4	0.21225	0.213343	0.382716	0.868285	0.976038	EM_DIA
92	Fundo 2	Produto 1	Cedente 1	Sacado 580	8035714	PA	MG	2018-04-06	2018-02-26	2018-04-03	4962.1	311.7559623	0.047987163	1	0.9	0.073837	0.011568	0.013354	0.179676	0	0.781256927	0.000266	0.131347	0.333333	0.101727	0.415602	0	0.2	0.6	0.022618	0.032021	0.419753	0.616463	0.677694	EM_DIA
93	Fundo 3	Produto 1	Cedente 2	Sacado 293	10000000	CE	GO	2018-02-01	2017-11-04	2018-02-01	340.73	37.98752447	0.036271622	0.028472	1	0		0		0	0.941176348	0		0		0.168124	0	0.066667	0.2	0.727965	0.738669	0.407407	0.860111	0.296902	EM_DIA
94	Fundo 1	Produto 1	Cedente 2	Sacado 2225	10000000	CE	RS	2018-04-26	2018-03-01	2018-04-24	485.02	30.03999738	0.032716616	0.04491	1	0		0		0	0.097386288	0.000553	0.009382	0		0	0	0.133333	0.4	0.21225	0.213343	0.382716	0.868285	0.020471	EM_DIA
95	Fundo 1	Produto 1	Cedente 2	Sacado 2226	10000000	CE	SC	2018-04-27	2018-02-28	2018-04-27	612.55	35.96863159	0.029953728	0.04491	1	0		0		0	0.801188002	0.000553	0.009382	0		0	0	0.133333	0.4	0.21225	0.213343	0.382716	0.868285	0.904645	EM_DIA
96	Fundo 1	Produto 1	Cedente 2	Sacado 2227	10000000	CE	SP	2018-04-26	2018-02-26	2018-04-27	792.34	72.76516294	0.04568777	0.04491	1	0		0		0	0.761796938	0.000553	0.009382	0		0	0	0.133333	0.4	0.21225	0.213343	0.382716	0.868285	0.933429	ATRASO
97	Fundo 1	Produto 1	Cedente 2	Sacado 131	10000000	CE	SC	2018-02-01	2017-09-06	2018-01-30	554.88	74.60023966	0.025899146	0.024026	1	0		0		0	0.106831793	0		0		0.159381	0	0.066667	0.2	0.253649	0.259508	0.407407	0.853052	0.907918	EM_DIA
98	Fundo 2	Produto 1	Cedente 1	Sacado 2228	8035714	PA	MG	2018-04-01	2018-03-07	2018-04-01	7127.41	311.0867952	0.052601842	1	0.9	0.073837	0.011568	0.013354	0.179676	0	0.146323071	0.000266	0.131347	0.333333	0.101727	0.415602	0	0.2	0.6	0.022618	0.032021	0.419753	0.616463	0.575636	EM_DIA
99	Fundo 1	Produto 1	Cedente 2	Sacado 241	10000000	CE	SE	2018-04-03	2017-12-07	2018-04-03	658.77	82.04035623	0.030552353	0.035188	1	0		0		0	0.114023196	0.000002	0.001656	0		0.104237	0	0	0	0.080269	0.078879	0.407407	0.888131	0.971373	EM_DIA
100	Fundo 1	Produto 1	Cedente 2	Sacado 290	10000000	CE	SP	2018-04-02	2017-12-07	2018-04-05	321	25.37660477	0.019872162	0.035188	1	0		0		0	0.934316425	0.000002	0.001656	0		0.104237	0	0	0	0.080269	0.078879	0.407407	0.888131	0.13308	ATRASO
101	Fundo 1	Produto 1	Cedente 2	Sacado 147	10000000	CE	MG	2018-04-27	2018-02-27	2018-04-27	254	11.27849865	0.022336975	0.04491	1	0		0		0	0.881149336	0.000553	0.009382	0		0	0	0.133333	0.4	0.21225	0.213343	0.382716	0.868285	0.538161	EM_DIA
102	Fundo 1	Produto 1	Cedente 2	Sacado 51	10000000	CE	MS	2018-04-26	2017-12-19	2018-04-26	1421.7	208.2137401	0.032551487	0.036882	1	0		0		0	0.742718117	0.000017	0.009934	0		0.104237	0	0.133333	0.4	0.076967	0.076556	0.395062	0.877437	0.169066	EM_DIA
103	Fundo 1	Produto 1	Cedente 2	Sacado 1089	10000000	CE	SP	2018-04-27	2018-03-29	2018-04-27	474.4	42.78733021	0.093443659	0.046926	1	0		0		0	0.056625483	0.000313	0.003311	0		0.065905	0	0.133333	0.4	0.946039	0.950397	0.382716	0.868756	0.448173	EM_DIA
104	Fundo 2	Produto 1	Cedente 1	Sacado 2229	8035714	PA	SC	2018-04-02	2018-03-02	2018-04-02	89734.05	5993.284633	0.064566837	1	0.9	0.073837	0.011568	0.013354	0.179676	0	0.237489449	0.000266	0.131347	0.333333	0.101727	0.415602	0	0.2	0.6	0.022618	0.032021	0.419753	0.616463	0.964191	EM_DIA
105	Fundo 1	Produto 1	Cedente 2	Sacado 2230	10000000	CE	RO	2018-04-29	2017-10-20	2018-04-29	427	58.53707906	0.020383761	0.028472	1	0		0		0	0.445404853	0		0		0.168124	0	0.066667	0.2	0.727965	0.738669	0.407407	0.860111	0.978732	EM_DIA
106	Fundo 1	Produto 1	Cedente 2	Sacado 95	10000000	CE	GO	2018-04-02	2017-10-26	2018-04-02	1280.35	151.4057714	0.02144856	0.028472	1	0		0		0	0.173274976	0		0		0.168124	0	0.066667	0.2	0.727965	0.738669	0.407407	0.860111	0.921857	EM_DIA
107	Fundo 1	Produto 1	Cedente 2	Sacado 923	10000000	CE	SP	2018-04-03	2017-11-26	2018-04-03	719.48	67.2479109	0.021163109	0.033609	1	0		0		0	0.503339972	0		0		0.109617	0	0.066667	0.2	0.327489	0.321123	0.395062	0.890059	0.298777	EM_DIA
108	Fundo 1	Produto 1	Cedente 2	Sacado 1517	10000000	CE	ES	2018-04-03	2017-12-06	2018-04-03	779	108.9142499	0.033830195	0.035188	1	0		0		0	0.614009719	0.000002	0.001656	0		0.104237	0	0	0	0.080269	0.078879	0.407407	0.888131	0.92105	EM_DIA
109	Fundo 2	Produto 1	Cedente 1	Sacado 2231	8035714	PA	CE	2018-09-09	2018-08-15	2018-09-10	28622	710.3155226	0.029853963	0.199748	0.5	0.958703	0.068123	0.022891	0.022091	0	0.996269758	0.02028	0.003863	0.666667	0.206014	0.495629	0	0.333333	0.6	0.066754	0.08727	0.407407	0.66758	0.013812	ATRASO
110	Fundo 1	Produto 1	Cedente 2	Sacado 483	10000000	CE	RS	2018-04-14	2017-12-20	2018-04-14	278	34.13808447	0.03067621	0.036882	1	0		0		0	0.784503025	0.000017	0.009934	0		0.104237	0	0.133333	0.4	0.076967	0.076556	0.395062	0.877437	0.98089	EM_DIA
111	Fundo 2	Produto 1	Cedente 1	Sacado 2232	8035714	PA	PA	2018-04-09	2018-02-19	2018-04-09	2819.67	61.48313307	0.013294174	1	0.9	0.073837	0.011568	0.013354	0.179676	0	0.40337825	0.000266	0.131347	0.333333	0.101727	0.415602	0	0.2	0.6	0.022618	0.032021	0.419753	0.616463	0.886099	EM_DIA
112	Fundo 4	Produto 1	Cedente 2	Sacado 2233	10000000	CE	SC	2018-04-02	2017-12-08	2018-04-04	125.22	11.64379538	0.023466064	0.035188	1	0		0		0	0.740951998	0.000002	0.001656	0		0.104237	0	0	0	0.080269	0.078879	0.407407	0.888131	0.822158	ATRASO
113	Fundo 1	Produto 1	Cedente 2	Sacado 2234	10000000	CE	PB	2018-05-18	2018-04-20	2018-05-18	1646.48	52.28264923	0.034060564	0.05058	1	0		0		0	0.634074695	0.000002	0.004415	0		0.163416	0	0.066667	0.2	0.890823	0.877865	0.382716	0.88564	0.023608	EM_DIA
114	Fundo 1	Produto 1	Cedente 2	Sacado 2235	10000000	CE	GO	2018-02-10	2017-10-30	2018-02-10	1470	141.4259486	0.027115601	0.028472	1	0		0		0	0.678752237	0		0		0.168124	0	0.066667	0.2	0.727965	0.738669	0.407407	0.860111	0.904893	EM_DIA
115	Fundo 1	Produto 1	Cedente 2	Sacado 290	10000000	CE	SP	2018-02-07	2017-11-30	2018-02-10	647.18	61.32217731	0.040145171	0.033609	1	0		0		0	0.00489975	0		0		0.109617	0	0.066667	0.2	0.327489	0.321123	0.395062	0.890059	0.960338	ATRASO
116	Fundo 1	Produto 1	Cedente 2	Sacado 1090	10000000	CE	RS	2018-04-28	2018-03-31	2018-04-29	1634.14	88.9088301	0.058404741	0.046926	1	0		0		0	0.741973534	0.000313	0.003311	0		0.065905	0	0.133333	0.4	0.946039	0.950397	0.382716	0.868756	0.692634	ATRASO
117	Fundo 2	Produto 1	Cedente 1	Sacado 2236	8035714	PA	MT	2018-04-26	2018-04-10	2018-04-26	19753.98	207.7207853	0.01980702	1	0.9	0.074338	0.003856	0		0	0.092902375	0.000266	0.159492	0.333333	0.134357	0.347007	0	0.266667	0.8	0.009848	0.012648	0.395062	0.679546	0.999985	EM_DIA
118	Fundo 1	Produto 1	Cedente 2	Sacado 462	10000000	CE	MA	2018-06-06	2018-04-12	2018-06-06	580.54	36.89722122	0.0341814	0.049757	1	0		0		0	0.152302156	0.000002	0.000552	0		0.163416	0	0.066667	0.2	0.188434	0.18597	0.382716	0.884322	0.756883	EM_DIA
119	Fundo 2	Produto 1	Cedente 1	Sacado 87	8035714	PA	RO	2018-09-25	2018-08-27	2018-09-25	12610.94	218.6787047	0.017943675	0.199748	0.5	0.958703	0.068123	0.022891	0.022091	0	0.246083163	0.02028	0.003863	0.666667	0.206014	0.495629	0	0.333333	0.6	0.066754	0.08727	0.407407	0.66758	0.409302	EM_DIA
120	Fundo 3	Produto 1	Cedente 1	Sacado 2237	8035714	PA	TO	2018-07-16	2018-05-17	2018-07-13	984.2	43.23702107	0.021729481	0.192542	0.5	0.958204	0.011568	0.01339	0.246686	0	0.584067866	0.020198	0.014349	0.666667	0.159949	0.392065	0	0.133333	0.2	0.010041	0.012547	0.395062	0.698438	0.050077	EM_DIA
121	Fundo 2	Produto 1	Cedente 1	Sacado 1418	8035714	PA	MG	2018-04-30	2018-03-07	2018-04-30	46221	1136.795543	0.013589961	1	0.9	0.073837	0.011568	0.013354	0.179676	0	0.035015431	0.000266	0.131347	0.333333	0.101727	0.415602	0	0.2	0.6	0.022618	0.032021	0.419753	0.616463	0.600656	EM_DIA
122	Fundo 1	Produto 1	Cedente 2	Sacado 287	10000000	CE	PR	2018-04-30	2018-01-29	2018-05-02	472	33.72616559	0.023013463	0.039773	1	0		0		0	0.706017948	0.000075	0.002759	0		0.047075	0	0.2	0.6	0.723438	0.707151	0.395062	0.892858	0.948888	ATRASO
123	Fundo 2	Produto 1	Cedente 1	Sacado 2238	8035714	PA	RS	2018-05-10	2018-04-02	2018-05-10	30845.75	1696.876075	0.043184189	1	0.9	0.074088	0.014139	0.013354	0.202504	0	0.54477762	0.000266	0.148455	0.333333	0.121561	0.375925	0	0.333333	1	0.016986	0.024074	0.407407	0.615808	0.024872	EM_DIA
124	Fundo 2	Produto 1	Cedente 1	Sacado 2239	8035714	PA	SP	2018-09-27	2018-09-10	2018-09-27	14407.08	830.3335748	0.103937853	0.202921	0.5	0.958703	0.116967	0		0	0.39778165	0.020205	0.022627	0.666667	0.230326	0.515804	0	0.333333	0.6	0.009898	0.01101	0.395062	0.741357	0.337438	EM_DIA
125	Fundo 2	Produto 1	Cedente 1	Sacado 1512	8035714	PA	MT	2018-09-27	2018-09-16	2018-09-27	31158.68	358.8357364	0.031721614	0.204163	0.5	0.958714	0.131105	0		0	0.760023782	0.020193	0.248344	0.666667	0.237364	0.516476	0	0.466667	0.8	0.030675	0.033347	0.382716	0.736326	0.007711	EM_DIA
126	Fundo 1	Produto 1	Cedente 2	Sacado 2240	10000000	CE	PR	2018-04-30	2018-04-02	2018-04-30	737.13	20.42586497	0.029718408	0.046926	1	0		0		0	0.759655256	0.000313	0.003311	0		0.065905	0	0.133333	0.4	0.946039	0.950397	0.382716	0.868756	0.551992	EM_DIA
127	Fundo 1	Produto 1	Cedente 2	Sacado 2241	10000000	CE	PR	2018-04-30	2018-04-01	2018-04-18	854.66	55.81260833	0.067630245	0.046926	1	0		0		0	0.110546179	0.000313	0.003311	0		0.065905	0	0.133333	0.4	0.946039	0.950397	0.382716	0.868756	0.025105	EM_DIA
128	Fundo 1	Produto 1	Cedente 2	Sacado 1591	10000000	CE	GO	2018-04-29	2018-04-04	2018-04-29	264.67	16.99778012	0.077553754	0.049404	1	0		0		0	0.381238628	0.000294	0.014901	0		0.065905	0	0.133333	0.4	0.068841	0.067488	0.37037	0.890251	0.484851	EM_DIA
129	Fundo 2	Produto 1	Cedente 1	Sacado 2242	8035714	PA	BA	2018-05-21	2018-03-23	2018-05-22	15934.29	1598.033821	0.049796536	0.186404	0.5	0.164517	0.014139	0.013378	0.706922	0	0.347534856	0.020187	0.148455	0.666667	0.121561	0.375925	0	0.533333	1	0.016986	0.024074	0.407407	0.615808	0.81771	ATRASO
130	Fundo 2	Produto 1	Cedente 1	Sacado 2243	8035714	PA	MA	2018-08-16	2018-07-20	2018-08-16	18253.17	1384.717707	0.084638387	0.198298	0.5	0.958703	0.048843	0		0	0.632849104	0.020232	0.005519	0.666667	0.196417	0.425689	0	0.4	0.6	0.055117	0.075854	0.407407	0.634165	0.767033	EM_DIA
131	Fundo 1	Produto 1	Cedente 2	Sacado 459	10000000	CE	PR	2018-04-02	2018-02-20	2018-04-02	113.94	10.89930452	0.069130156	0.044078	1	0		0		0	0.162530515	0.000637	0.005519	0		0	0	0.133333	0.4	0.139847	0.138412	0.395062	0.881809	0.023657	EM_DIA
132	Fundo 1	Produto 1	Cedente 2	Sacado 1122	10000000	CE	SC	2018-04-03	2018-03-08	2018-04-03	590.85	46.48123798	0.091308788	0.046215	1	0		0		0	0.479047011	0.000087	0.015453	0		0.065905	0	0.2	0.6	0.06664	0.065183	0.382716	0.892273	0.086191	EM_DIA
133	Fundo 2	Produto 3	Cedente 1	Sacado 29	8035714	PA	CE	2018-05-21	2018-04-06	2018-05-21	9460.62	641.5192121	0.044710197	0.186404	0.5	0.178352	0.376607	0.000024	0.706922	0	0.377876964	0.020189	0.15894	1	0.133717	0.422999	0	0.666667	1	0.000201	0.000263	0.395062	0.667824	0.112843	EM_DIA
134	Fundo 1	Produto 1	Cedente 2	Sacado 523	10000000	CE	SP	2018-05-01	2018-04-13	2018-05-01	4236.85	85.78516674	0.0339729	0.050462	1	0		0.010067	0.049337	0	0.430617913	0.000002	0.003863	0		0.163416	0	0.2	0.6	0.065363	0.063924	0.382716	0.892407	0.846682	EM_DIA
135	Fundo 1	Produto 1	Cedente 2	Sacado 147	10000000	CE	MG	2018-05-01	2018-04-03	2018-04-28	147.88	2.608653954	0.018912211	0.046926	1	0		0		0	0.092236698	0.000313	0.003311	0		0.065905	0	0.133333	0.4	0.946039	0.950397	0.382716	0.868756	0.00004	EM_DIA
136	Fundo 1	Produto 1	Cedente 2	Sacado 136	10000000	CE	PR	2018-04-02	2017-12-06	2018-04-02	287.46	21.02632015	0.018265784	0.035188	1	0		0		0	0.474791176	0.000002	0.001656	0		0.104237	0	0	0	0.080269	0.078879	0.407407	0.888131	0.987326	EM_DIA
137	Fundo 2	Produto 1	Cedente 1	Sacado 2244	8035714	PA	MG	2018-05-22	2018-04-14	2018-05-22	11474.29	747.0014613	0.051053189	0.189485	0.5	0.953898	0.012853	0		0	0.674194152	0.020193	0.159492	0.666667	0.138836	0.347007	0	0.466667	0.8	0.009848	0.012648	0.395062	0.679546	0.309615	EM_DIA
138	Fundo 2	Produto 1	Cedente 1	Sacado 2223	8035714	PA	SP	2018-05-21	2018-03-21	2018-05-21	7403.34	756.3006703	0.048999818	0.186404	0.5	0.164517	0.014139	0.013378	0.706922	0	0.893443775	0.020187	0.148455	0.666667	0.121561	0.375925	0	0.533333	1	0.016986	0.024074	0.407407	0.615808	0.368848	EM_DIA
139	Fundo 2	Produto 1	Cedente 1	Sacado 2245	8035714	PA	SP	2018-08-17	2018-08-04	2018-08-14	54587	1250.929346	0.053677902	0.199748	0.5	0.958703	0.068123	0.022891	0.022091	0	0.567045231	0.02028	0.003863	0.666667	0.206014	0.495629	0	0.333333	0.6	0.066754	0.08727	0.407407	0.66758	0.867367	EM_DIA
140	Fundo 1	Produto 1	Cedente 2	Sacado 484	10000000	CE	RS	2018-05-29	2018-02-19	2018-05-29	954	121.0092271	0.036850898	0.044554	1	0		0		0	0.991062895	0.000637	0.007726	0		0	0	0.133333	0.4	0.140481	0.138993	0.395062	0.882104	0.086992	EM_DIA
141	Fundo 2	Produto 1	Cedente 1	Sacado 230	8035714	PA	PA	2018-09-02	2018-08-21	2018-09-02	49083.56	3997.250669	0.216196451	0.199748	0.5	0.958703	0.068123	0.022891	0.022091	0	0.219235905	0.02028	0.003863	0.666667	0.206014	0.495629	0	0.333333	0.6	0.066754	0.08727	0.407407	0.66758	0.912991	EM_DIA
142	Fundo 2	Produto 1	Cedente 1	Sacado 585	8035714	PA	PA	2018-09-03	2018-07-18	2018-09-03	5580.12	152.9970393	0.017415283	0.198298	0.5	0.958703	0.048843	0		0	0.351776318	0.020232	0.005519	0.666667	0.196417	0.425689	0	0.4	0.6	0.055117	0.075854	0.407407	0.634165	0.241895	EM_DIA
143	Fundo 2	Produto 1	Cedente 1	Sacado 2246	8035714	PA	SP	2018-09-18	2018-08-22	2018-09-19	16675.28	809.6584744	0.05409283	0.199748	0.5	0.958703	0.068123	0.022891	0.022091	0	0.296914983	0.02028	0.003863	0.666667	0.206014	0.495629	0	0.333333	0.6	0.066754	0.08727	0.407407	0.66758	0.992864	ATRASO
144	Fundo 2	Produto 1	Cedente 1	Sacado 2247	8035714	PA	RO	2018-09-18	2018-07-05	2018-09-18	1665.36	179.594644	0.041816007	0.196843	0.5	0.958703	0.03599	0		0	0.17829464	0.020198	0.037528	0.666667	0.190019	0.406859	0	0.4	0.6	0.055117	0.075854	0.407407	0.634165	0.389722	EM_DIA
145	Fundo 1	Produto 1	Cedente 2	Sacado 258	10000000	CE	SP	2018-05-30	2018-04-01	2018-05-30	2536.56	212.8443505	0.041821445	0.046926	1	0		0		0	0.245079405	0.000313	0.003311	0		0.065905	0	0.133333	0.4	0.946039	0.950397	0.382716	0.868756	0.978457	EM_DIA
146	Fundo 2	Produto 1	Cedente 1	Sacado 2207	8035714	PA	TO	2018-06-03	2018-05-19	2018-06-03	55440	1440.922843	0.052656859	0.192935	0.5	0.958204	0.014139	0.013354	0.246686	0	0.632683253	0.020198	0.015453	0.666667	0.161228	0.392065	0	0.266667	0.6	0.010041	0.012547	0.395062	0.698438	0.99845	EM_DIA
147	Fundo 2	Produto 1	Cedente 1	Sacado 2248	8035714	PA	SP	2018-09-17	2018-08-13	2018-09-17	35545.99	710.1783434	0.017100723	1	0.9	0.074838	0.068123	0.022891	0.022091	0	0.146155188	0.000278	0.001656	0.333333	0.206014	0.495629	0	0.133333	0.4	0.066754	0.08727	0.407407	0.66758	0.941085	EM_DIA
148	Fundo 2	Produto 1	Cedente 1	Sacado 2249	8035714	PA	TO	2018-06-06	2018-04-10	2018-06-06	3371.84	118.1958296	0.018298783	1	0.9	0.074338	0.003856	0		0	0.719038175	0.000266	0.159492	0.333333	0.134357	0.347007	0	0.266667	0.8	0.009848	0.012648	0.395062	0.679546	0.977017	EM_DIA
149	Fundo 1	Produto 1	Cedente 2	Sacado 2250	10000000	CE	SP	2018-05-30	2018-04-03	2018-05-30	678.85	48.98992896	0.037354983	0.049404	1	0		0		0	0.241106365	0.000294	0.014901	0		0.065905	0	0.133333	0.4	0.068841	0.067488	0.37037	0.890251	0.917721	EM_DIA
150	Fundo 1	Produto 1	Cedente 2	Sacado 599	10000000	CE	SP	2018-05-29	2018-04-04	2018-05-29	318.2	27.15279676	0.04567781	0.049404	1	0		0		0	0.46765136	0.000294	0.014901	0		0.065905	0	0.133333	0.4	0.068841	0.067488	0.37037	0.890251	0.665206	EM_DIA
151	Fundo 1	Produto 1	Cedente 2	Sacado 448	10000000	CE	SP	2018-05-28	2018-04-03	2018-05-29	893.84	70.21313396	0.042109545	0.049404	1	0		0		0	0.293531523	0.000294	0.014901	0		0.065905	0	0.133333	0.4	0.068841	0.067488	0.37037	0.890251	0.969717	ATRASO
152	Fundo 1	Produto 1	Cedente 2	Sacado 2251	10000000	CE	SC	2018-05-29	2018-04-06	2018-05-31	498.48	19.00383005	0.021404044	0.049404	1	0		0		0	0.36423061	0.000294	0.014901	0		0.065905	0	0.133333	0.4	0.068841	0.067488	0.37037	0.890251	0.937403	ATRASO
153	Fundo 1	Produto 1	Cedente 2	Sacado 147	10000000	CE	MG	2018-05-29	2018-04-03	2018-05-29	146	5.39263803	0.019620405	0.046926	1	0		0		0	0.369900766	0.000313	0.003311	0		0.065905	0	0.133333	0.4	0.946039	0.950397	0.382716	0.868756	0.983366	EM_DIA
154	Fundo 1	Produto 1	Cedente 2	Sacado 1604	10000000	CE	PR	2018-05-29	2018-04-01	2018-05-29	962	35.83145848	0.019095513	0.046926	1	0		0		0	0.615206364	0.000313	0.003311	0		0.065905	0	0.133333	0.4	0.946039	0.950397	0.382716	0.868756	0.996444	EM_DIA
155	Fundo 2	Produto 1	Cedente 1	Sacado 587	8035714	PA	MT	2018-06-12	2018-04-16	2018-06-12	9826.91	296.8606294	0.015787348	0.189485	0.5	0.953898	0.012853	0		0	0.675238543	0.020193	0.159492	0.666667	0.138836	0.347007	0	0.466667	0.8	0.009848	0.012648	0.395062	0.679546	0.94162	EM_DIA
156	Fundo 1	Produto 1	Cedente 2	Sacado 1438	10000000	CE	SP	2018-05-28	2018-03-28	2018-05-27	267.74	16.17126263	0.029261945	0.046926	1	0		0		0	0.038538972	0.000313	0.003311	0		0.065905	0	0.133333	0.4	0.946039	0.950397	0.382716	0.868756	0.01011	EM_DIA
157	Fundo 2	Produto 1	Cedente 1	Sacado 466	8035714	PA	PA	2018-06-15	2018-05-20	2018-06-15	3090.69	59.7423936	0.02233659	0.192542	0.5	0.958204	0.011568	0.01339	0.246686	0	0.175909232	0.020198	0.014349	0.666667	0.159949	0.392065	0	0.133333	0.2	0.010041	0.012547	0.395062	0.698438	0.808615	EM_DIA
158	Fundo 1	Produto 1	Cedente 2	Sacado 140	10000000	CE	SP	2018-05-30	2018-04-01	2018-05-30	533.46	48.99047425	0.045687549	0.049404	1	0		0		0	0.2275377	0.000294	0.014901	0		0.065905	0	0.133333	0.4	0.068841	0.067488	0.37037	0.890251	0.884998	EM_DIA
159	Fundo 1	Produto 1	Cedente 2	Sacado 604	10000000	CE	SP	2018-05-29	2018-04-03	2018-05-31	389.11	44.81755594	0.060140207	0.049404	1	0		0		0	0.274641667	0.000294	0.014901	0		0.065905	0	0.133333	0.4	0.068841	0.067488	0.37037	0.890251	0.907698	ATRASO
160	Fundo 1	Produto 1	Cedente 2	Sacado 123	10000000	CE	MT	2018-05-30	2018-04-04	2018-05-30	573.2	47.08843591	0.043201746	0.049404	1	0		0		0	0.666162426	0.000294	0.014901	0		0.065905	0	0.133333	0.4	0.068841	0.067488	0.37037	0.890251	0.991146	EM_DIA
161	Fundo 1	Produto 1	Cedente 2	Sacado 2252	10000000	CE	MG	2018-05-28	2018-03-07	2018-05-29	203.62	18.20941583	0.031832686	0.046215	1	0		0		0	0.458023247	0.000087	0.015453	0		0.065905	0	0.2	0.6	0.06664	0.065183	0.382716	0.892273	0.952529	ATRASO
162	Fundo 1	Produto 1	Cedente 2	Sacado 227	10000000	CE	MT	2018-05-28	2018-03-27	2018-05-31	1476.47	91.88655797	0.029644212	0.046926	1	0		0		0	0.339360275	0.000313	0.003311	0		0.065905	0	0.133333	0.4	0.946039	0.950397	0.382716	0.868756	0.869186	ATRASO
163	Fundo 1	Produto 1	Cedente 2	Sacado 1449	10000000	CE	MG	2018-05-29	2018-03-25	2018-05-29	768	59.4362907	0.035002845	0.046926	1	0		0		0	0.120335445	0.000313	0.003311	0		0.065905	0	0.133333	0.4	0.946039	0.950397	0.382716	0.868756	0.223973	EM_DIA
164	Fundo 2	Produto 1	Cedente 1	Sacado 434	8035714	PA	MT	2018-06-22	2018-03-26	2018-06-22	13872.54	604.7134365	0.014651988	1	0.9	0.074088	0.014139	0.013354	0.202504	0	0.608256394	0.000266	0.148455	0.333333	0.121561	0.375925	0	0.333333	1	0.016986	0.024074	0.407407	0.615808	0.999295	EM_DIA
165	Fundo 1	Produto 1	Cedente 2	Sacado 271	10000000	CE	GO	2018-04-28	2017-11-28	2018-04-28	340.23	63.82502358	0.034748209	0.033609	1	0		0		0	0.332517296	0		0		0.109617	0	0.066667	0.2	0.327489	0.321123	0.395062	0.890059	0.806466	EM_DIA
166	Fundo 1	Produto 1	Cedente 2	Sacado 2253	10000000	CE	MG	2018-05-01	2017-12-09	2018-05-03	741.41	72.94352474	0.019881945	0.035188	1	0		0		0	0.936474164	0.000002	0.001656	0		0.104237	0	0	0	0.080269	0.078879	0.407407	0.888131	0.91735	ATRASO
167	Fundo 1	Produto 1	Cedente 2	Sacado 2254	10000000	CE	RJ	2018-05-01	2017-12-06	2018-05-01	925.38	145.0555852	0.030373329	0.035188	1	0		0		0	0.425849342	0.000002	0.001656	0		0.104237	0	0	0	0.080269	0.078879	0.407407	0.888131	0.377574	EM_DIA
168	Fundo 1	Produto 1	Cedente 2	Sacado 271	10000000	CE	GO	2018-04-30	2017-12-10	2018-04-30	1593.65	244.425714	0.030825616	0.035188	1	0		0		0	0.136297856	0.000002	0.001656	0		0.104237	0	0	0	0.080269	0.078879	0.407407	0.888131	0.988899	EM_DIA
