CODIGO	NOME_FUNDO	TIPO_PRODUTO	CEDENTE	SACADO	LIMITE_CEDENTE	ESTADO_CEDENTE	ESTADO_SACADO	VENCIMENTO	DATA_EMISSAO	DATA_PAGAMENTO	VALOR_REAL	VALOR_DESAGIO	TAXA_MENSAL	RISCO_1	RISCO_2	RISCO_3	RISCO_4	RISCO_5	RISCO_6	RISCO_7	RISCO_8	RISCO_9	RISCO_10	RISCO_11	RISCO_12	RISCO_13	RISCO_14	RISCO_15	RISCO_16	RISCO_17	RISCO_18	RISCO_19	RISCO_20	RISCO_21	STATUS_LIQ_TITULO
5640	Fundo 1	Produto 1	Cedente 2	Sacado 322	10000000	CE	SC	2018-09-05	2018-07-10	2018-09-05	591.6	44.22641255	0.038673754	0.060341	1	0.221519	0.021851	0		0	0.540999527	0.015915	0.002759	0		0.554136	0	0.133333	0.4	0.246967	0.247353	0.37037	0.871396	0.996425	EM_DIA
5641	Fundo 1	Produto 1	Cedente 2	Sacado 26	10000000	CE	MS	2018-09-04	2018-07-10	2018-09-04	2395	140.6137791	0.031035708	0.060341	1	0.221519	0.021851	0		0	0.201676024	0.015915	0.002759	0		0.554136	0	0.133333	0.4	0.246967	0.247353	0.37037	0.871396	0.458471	EM_DIA
5642	Fundo 1	Produto 1	Cedente 2	Sacado 323	10000000	CE	SP	2018-03-07	2017-10-31	2018-03-07	337.93	28.62651177	0.019393675	0.028472	1	0		0		0	0.453720629	0		0		0.168124	0	0.066667	0.2	0.727965	0.738669	0.407407	0.860111	0.83032	EM_DIA
5643	Fundo 1	Produto 1	Cedente 2	Sacado 479	10000000	CE	GO	2018-03-07	2017-12-20	2018-03-07	396.81	48.51713119	0.045967367	0.037245	1	0		0		0	0.447436512	0.000027	0.004415	0		0.104237	0	0.2	0.6	0.077284	0.076833	0.395062	0.877878	0.169017	EM_DIA
5644	Fundo 1	Produto 1	Cedente 2	Sacado 346	10000000	CE	PR	2018-05-22	2017-12-18	2018-05-24	774.08	137.1954716	0.032085272	0.036882	1	0		0		0	0.592640739	0.000017	0.009934	0		0.104237	0	0.133333	0.4	0.076967	0.076556	0.395062	0.877437	0.84314	ATRASO
5645	Fundo 1	Produto 1	Cedente 2	Sacado 18	10000000	CE	BA	2018-05-23	2018-03-11	2018-05-24	288	29.22570623	0.040519836	0.046571	1	0		0		0	0.553339867	0.000313	0.001656	0		0.065905	0	0.066667	0.2	0.067054	0.065554	0.37037	0.892732	0.877244	ATRASO
5646	Fundo 1	Produto 1	Cedente 2	Sacado 4601	10000000	CE	MT	2018-09-06	2018-05-30	2018-09-06	220	29.36022693	0.038690628	0.055253	1	0.10385	0.025707	0		0.000002	0.314339083	0.000169	0.005519	0		0.266308	0	0	0	0.199913	0.199939	0.382716	0.872644	0.969857	EM_DIA
5647	Fundo 2	Produto 1	Cedente 2	Sacado 22	10000000	CE	PR	2018-07-04	2018-04-10	2018-07-04	5305.35	390.3630551	0.02537473	0.049757	1	0		0		0	0.155352398	0.000002	0.000552	0		0.163416	0	0.066667	0.2	0.188434	0.18597	0.382716	0.884322	0.190927	EM_DIA
5648	Fundo 2	Produto 1	Cedente 2	Sacado 249	10000000	CE	SP	2018-07-05	2018-04-12	2018-07-05	1554.32	133.6905765	0.029907254	0.049757	1	0		0		0	0.368400581	0.000002	0.000552	0		0.163416	0	0.066667	0.2	0.188434	0.18597	0.382716	0.884322	0.992596	EM_DIA
5649	Fundo 1	Produto 1	Cedente 2	Sacado 2301	10000000	CE	SP	2018-06-11	2018-03-15	2018-06-11	413	25.67422252	0.020772855	0.046926	1	0		0		0	0.135833135	0.000313	0.003311	0		0.065905	0	0.133333	0.4	0.946039	0.950397	0.382716	0.868756	0.786093	EM_DIA
5650	Fundo 1	Produto 1	Cedente 2	Sacado 186	10000000	CE	SP	2018-06-11	2018-02-12	2018-06-11	307	22.57807506	0.018051462	0.043244	1	0		0		0	0.611141555	0.000874	0.001656	0		0	0	0.066667	0.2	0.140517	0.13886	0.382716	0.883173	0.962816	EM_DIA
5651	Fundo 1	Produto 1	Cedente 2	Sacado 4451	10000000	CE	DF	2018-06-11	2018-05-24	2018-06-11	55.11	3.908266201	0.12096846	0.055253	1	0.10385	0.025707	0		0.000002	0.043376699	0.000169	0.005519	0		0.266308	0	0	0	0.199913	0.199939	0.382716	0.872644	0.959434	EM_DIA
5652	Fundo 1	Produto 1	Cedente 2	Sacado 4602	10000000	CE	SP	2018-06-10	2018-05-26	2018-06-10	2277	146.6366685	0.132945367	0.055253	1	0.10385	0.025707	0		0.000002	0.242677442	0.000169	0.005519	0		0.266308	0	0	0	0.199913	0.199939	0.382716	0.872644	0.966383	EM_DIA
5653	Fundo 1	Produto 1	Cedente 2	Sacado 197	10000000	CE	SP	2018-06-11	2018-05-23	2018-06-12	530.07	36.18836337	0.109906583	0.055253	1	0.10385	0.025707	0		0.000002	0.5672273	0.000169	0.005519	0		0.266308	0	0	0	0.199913	0.199939	0.382716	0.872644	0.901312	ATRASO
5654	Fundo 1	Produto 1	Cedente 2	Sacado 4603	10000000	CE	RS	2018-06-11	2018-04-03	2018-06-08	721.61	40.28942256	0.023902821	0.049404	1	0		0		0	0.336728099	0.000294	0.014901	0		0.065905	0	0.133333	0.4	0.068841	0.067488	0.37037	0.890251	0.895822	EM_DIA
5655	Fundo 2	Produto 1	Cedente 2	Sacado 548	10000000	CE	MT	2018-06-12	2018-04-10	2018-06-12	458.49	37.81737154	0.038462659	0.049757	1	0		0		0	0.098814403	0.000002	0.000552	0		0.163416	0	0.066667	0.2	0.188434	0.18597	0.382716	0.884322	0.079033	EM_DIA
5656	Fundo 2	Produto 1	Cedente 2	Sacado 269	10000000	CE	SP	2018-06-11	2018-04-10	2018-06-13	793.39	36.23003912	0.021841351	0.049757	1	0		0		0	0.310283553	0.000002	0.000552	0		0.163416	0	0.066667	0.2	0.188434	0.18597	0.382716	0.884322	0.924943	ATRASO
5657	Fundo 1	Produto 1	Cedente 2	Sacado 12	10000000	CE	SP	2018-08-07	2018-03-31	2018-08-07	1622.61	182.1247027	0.025047533	0.046926	1	0		0		0	0.380566296	0.000313	0.003311	0		0.065905	0	0.133333	0.4	0.946039	0.950397	0.382716	0.868756	0.007198	EM_DIA
5658	Fundo 1	Produto 1	Cedente 2	Sacado 4604	10000000	CE	RS	2018-06-10	2018-04-15	2018-06-10	483	51.22599641	0.055485908	0.05058	1	0		0		0	0.389236203	0.000002	0.004415	0		0.163416	0	0.066667	0.2	0.890823	0.877865	0.382716	0.88564	0.954155	EM_DIA
5659	Fundo 1	Produto 1	Cedente 2	Sacado 1594	10000000	CE	PR	2018-08-06	2018-05-16	2018-08-06	252	19.97883552	0.028306079	0.054555	1	0.099808	0.03856	0		0	0.213388745	0.000168	0.002208	0		0.266308	0	0.2	0.6	0.063227	0.063657	0.382716	0.866865	0.998302	EM_DIA
5660	Fundo 1	Produto 1	Cedente 2	Sacado 1431	10000000	CE	MG	2018-08-06	2018-04-06	2018-08-06	492	69.29049342	0.032930562	0.049757	1	0		0		0	0.170832428	0.000002	0.000552	0		0.163416	0	0.066667	0.2	0.188434	0.18597	0.382716	0.884322	0.983653	EM_DIA
5661	Fundo 2	Produto 1	Cedente 2	Sacado 50	10000000	CE	SP	2018-08-05	2018-04-11	2018-08-05	897.94	132.4397557	0.036221469	0.049757	1	0		0		0	0.794783087	0.000002	0.000552	0		0.163416	0	0.066667	0.2	0.188434	0.18597	0.382716	0.884322	0.999963	EM_DIA
5662	Fundo 1	Produto 2	Cedente 2	Sacado 10	10000000	CE	SP	2018-10-18	2018-06-03	2018-08-29	707.76	80.19240363	0.02378188	0.056414	1	0.10385	0.03856	0		0.000002	0.693129049	0.000168	0.011038	0		0.266308	0	0.133333	0.4	0.067511	0.067409	0.382716	0.874084	0.997229	EM_DIA
5663	Fundo 2	Produto 1	Cedente 2	Sacado 215	10000000	CE	PR	2018-08-07	2018-04-26	2018-08-09	420.88	42.87528136	0.028658082	0.05058	1	0		0		0	0.612779717	0.000002	0.004415	0		0.163416	0	0.066667	0.2	0.890823	0.877865	0.382716	0.88564	0.19276	ATRASO
5664	Fundo 2	Produto 1	Cedente 2	Sacado 4605	10000000	CE	ES	2018-06-24	2018-05-01	2018-06-24	402.44	27.07801247	0.03683881	0.05058	1	0		0		0	0.118247216	0.000002	0.004415	0		0.163416	0	0.066667	0.2	0.890823	0.877865	0.382716	0.88564	0.575815	EM_DIA
5665	Fundo 1	Produto 1	Cedente 2	Sacado 4606	10000000	CE	RS	2018-03-20	2018-02-20	2018-03-20	2869.92	76.13566702	0.028450476	0.044078	1	0		0		0	0.379947945	0.000637	0.005519	0		0	0	0.133333	0.4	0.139847	0.138412	0.395062	0.881809	0.985517	EM_DIA
5666	Fundo 1	Produto 1	Cedente 2	Sacado 449	10000000	CE	RN	2018-03-23	2017-11-24	2018-03-23	269	22.96784084	0.020869992	0.033609	1	0		0		0	0.405646218	0		0		0.109617	0	0.066667	0.2	0.327489	0.321123	0.395062	0.890059	0.999738	EM_DIA
5667	Fundo 2	Produto 1	Cedente 2	Sacado 354	10000000	CE	SP	2018-08-07	2018-04-09	2018-08-07	1049.85	115.1336824	0.026356288	0.049757	1	0		0		0	0.306370716	0.000002	0.000552	0		0.163416	0	0.066667	0.2	0.188434	0.18597	0.382716	0.884322	0.743062	EM_DIA
5668	Fundo 1	Produto 1	Cedente 2	Sacado 139	10000000	CE	MS	2018-06-26	2018-05-24	2018-06-26	859.4	37.24900328	0.039326326	0.055253	1	0.10385	0.025707	0		0.000002	0.908219653	0.000169	0.005519	0		0.266308	0	0	0	0.199913	0.199939	0.382716	0.872644	0.196049	EM_DIA
5669	Fundo 2	Produto 1	Cedente 2	Sacado 4607	10000000	CE	RS	2018-06-24	2018-04-10	2018-06-24	322.4	30.54078126	0.036866215	0.049757	1	0		0		0	0.644342163	0.000002	0.000552	0		0.163416	0	0.066667	0.2	0.188434	0.18597	0.382716	0.884322	0.623944	EM_DIA
5670	Fundo 1	Produto 1	Cedente 2	Sacado 457	10000000	CE	SP	2018-06-25	2018-02-25	2018-06-25	508.38	59.39336843	0.028008345	0.04491	1	0		0		0	0.546299185	0.000553	0.009382	0		0	0	0.133333	0.4	0.21225	0.213343	0.382716	0.868285	0.972153	EM_DIA
5671	Fundo 2	Produto 1	Cedente 2	Sacado 205	10000000	CE	SE	2018-06-25	2018-04-30	2018-06-25	402.69	27.03687885	0.035425256	0.05058	1	0		0		0	0.379256571	0.000002	0.004415	0		0.163416	0	0.066667	0.2	0.890823	0.877865	0.382716	0.88564	0.034099	EM_DIA
5672	Fundo 1	Produto 2	Cedente 2	Sacado 10	10000000	CE	SP	2018-10-17	2018-06-05	2018-08-28	1031.28	85.49978148	0.017991711	0.056414	1	0.10385	0.03856	0		0.000002	0.210147327	0.000168	0.011038	0		0.266308	0	0.133333	0.4	0.067511	0.067409	0.382716	0.874084	0.844297	EM_DIA
5673	Fundo 1	Produto 2	Cedente 2	Sacado 10	10000000	CE	SP	2018-10-17	2018-06-06	2018-08-28	1042.32	156.7569337	0.032106841	0.056414	1	0.10385	0.03856	0		0.000002	0.465748837	0.000168	0.011038	0		0.266308	0	0.133333	0.4	0.067511	0.067409	0.382716	0.874084	0.978369	EM_DIA
5674	Fundo 1	Produto 1	Cedente 2	Sacado 12	10000000	CE	SP	2018-08-06	2018-04-02	2018-08-06	40434.74	5023.868477	0.02827642	0.046926	1	0		0		0	0.15373437	0.000313	0.003311	0		0.065905	0	0.133333	0.4	0.946039	0.950397	0.382716	0.868756	0.598851	EM_DIA
5675	Fundo 1	Produto 1	Cedente 2	Sacado 12	10000000	CE	SP	2018-08-07	2018-04-01	2018-08-07	1418.8	152.3163325	0.024188285	0.046926	1	0		0		0	0.001711199	0.000313	0.003311	0		0.065905	0	0.133333	0.4	0.946039	0.950397	0.382716	0.868756	0.998097	EM_DIA
5676	Fundo 1	Produto 1	Cedente 2	Sacado 31	10000000	CE	SP	2018-08-07	2018-04-12	2018-08-10	1501	164.6980444	0.02705509	0.049757	1	0		0		0	0.219144465	0.000002	0.000552	0		0.163416	0	0.066667	0.2	0.188434	0.18597	0.382716	0.884322	0.811139	ATRASO
5677	Fundo 1	Produto 1	Cedente 2	Sacado 4608	10000000	CE	RS	2018-08-07	2018-06-12	2018-08-07	691	45.34542202	0.034636065	0.057226	1	0.075596	0.047558	0		0	0.097990678	0.000312	0.014901	0		0.330868	0	0.066667	0.2	0.063652	0.063416	0.382716	0.876004	0.420349	EM_DIA
5678	Fundo 1	Produto 1	Cedente 2	Sacado 291	10000000	CE	SP	2018-06-26	2018-05-10	2018-06-29	785.79	39.51497629	0.031812606	0.05058	1	0		0		0	0.287325014	0.000002	0.004415	0		0.163416	0	0.066667	0.2	0.890823	0.877865	0.382716	0.88564	0.874449	ATRASO
5679	Fundo 1	Produto 1	Cedente 2	Sacado 4609	10000000	CE	BA	2018-06-25	2018-04-20	2018-06-26	527.87	55.54883576	0.046529742	0.05058	1	0		0		0	0.826141727	0.000002	0.004415	0		0.163416	0	0.066667	0.2	0.890823	0.877865	0.382716	0.88564	0.937746	ATRASO
5680	Fundo 1	Produto 1	Cedente 2	Sacado 189	10000000	CE	SP	2018-03-21	2017-11-29	2018-03-21	507.29	62.1212466	0.03142659	0.033609	1	0		0		0	0.008079873	0		0		0.109617	0	0.066667	0.2	0.327489	0.321123	0.395062	0.890059	0.985362	EM_DIA
5681	Fundo 1	Produto 1	Cedente 2	Sacado 4580	10000000	CE	SC	2018-06-27	2018-04-23	2018-06-27	415	27.96447885	0.030554919	0.05058	1	0		0		0	0.597001447	0.000002	0.004415	0		0.163416	0	0.066667	0.2	0.890823	0.877865	0.382716	0.88564	0.008542	EM_DIA
5682	Fundo 1	Produto 1	Cedente 2	Sacado 4610	10000000	CE	SP	2018-08-21	2018-05-24	2018-08-21	850	71.11504628	0.027453895	0.055253	1	0.10385	0.025707	0		0.000002	0.263257665	0.000169	0.005519	0		0.266308	0	0	0	0.199913	0.199939	0.382716	0.872644	0.848501	EM_DIA
5683	Fundo 2	Produto 1	Cedente 2	Sacado 92	10000000	CE	SP	2018-08-20	2018-04-28	2018-08-20	512.97	55.90156875	0.027594208	0.05058	1	0		0		0	0.757743872	0.000002	0.004415	0		0.163416	0	0.066667	0.2	0.890823	0.877865	0.382716	0.88564	0.991812	EM_DIA
5684	Fundo 2	Produto 1	Cedente 2	Sacado 277	10000000	CE	SP	2018-08-22	2018-04-26	2018-08-22	894.44	114.119223	0.030999663	0.05058	1	0		0		0	0.116458196	0.000002	0.004415	0		0.163416	0	0.066667	0.2	0.890823	0.877865	0.382716	0.88564	0.989666	EM_DIA
5685	Fundo 1	Produto 1	Cedente 2	Sacado 20	10000000	CE	MT	2018-08-21	2018-05-26	2018-08-21	426	41.92170533	0.032895561	0.055253	1	0.10385	0.025707	0		0.000002	0.087956448	0.000169	0.005519	0		0.266308	0	0	0	0.199913	0.199939	0.382716	0.872644	0.764526	EM_DIA
5686	Fundo 1	Produto 1	Cedente 2	Sacado 4611	10000000	CE	CE	2018-06-26	2018-04-20	2018-06-26	572.87	49.03695568	0.037459958	0.05058	1	0		0		0	0.873321748	0.000002	0.004415	0		0.163416	0	0.066667	0.2	0.890823	0.877865	0.382716	0.88564	0.056809	EM_DIA
5687	Fundo 2	Produto 1	Cedente 2	Sacado 113	10000000	CE	AP	2018-06-27	2018-04-26	2018-06-27	814.33	60.48687283	0.035276785	0.05058	1	0		0		0	0.97261318	0.000002	0.004415	0		0.163416	0	0.066667	0.2	0.890823	0.877865	0.382716	0.88564	0.99999	EM_DIA
5688	Fundo 1	Produto 1	Cedente 2	Sacado 4612	10000000	CE	SC	2018-08-08	2018-05-16	2018-08-08	422	44.32170395	0.036311746	0.053973	1	0.099808	0.032134	0.00012	0.006627	0	0.733728822	0		0		0.266308	0	0	0	0.190805	0.187972	0.382716	0.885912	0.266901	EM_DIA
5689	Fundo 1	Produto 1	Cedente 2	Sacado 4613	10000000	CE	SC	2018-08-09	2018-06-06	2018-08-09	665.36	44.13215749	0.030561383	0.056414	1	0.10385	0.03856	0		0.000002	0.335290906	0.000168	0.011038	0		0.266308	0	0.133333	0.4	0.067511	0.067409	0.382716	0.874084	0.807879	EM_DIA
5690	Fundo 1	Produto 1	Cedente 2	Sacado 4614	10000000	CE	SP	2018-08-07	2018-07-02	2018-08-07	4504.08	393.1730016	0.072231852	0.059651	1	0.221519	0.014139	0		0	0.510853122	0.010571	0.001104	0		0.330868	0	0.133333	0.4	0.067632	0.068142	0.37037	0.866228	0.336931	EM_DIA
5691	Fundo 1	Produto 1	Cedente 2	Sacado 2386	10000000	CE	SP	2018-06-25	2018-02-24	2018-06-27	1447.17	93.78206773	0.01568971	0.04491	1	0		0		0	0.512072074	0.000553	0.009382	0		0	0	0.133333	0.4	0.21225	0.213343	0.382716	0.868285	0.963178	ATRASO
5692	Fundo 1	Produto 1	Cedente 2	Sacado 867	10000000	CE	MT	2018-06-25	2018-02-27	2018-06-25	582.18	55.30450683	0.023340329	0.04491	1	0		0		0	0.577217583	0.000553	0.009382	0		0	0	0.133333	0.4	0.21225	0.213343	0.382716	0.868285	0.044495	EM_DIA
5693	Fundo 1	Produto 1	Cedente 2	Sacado 257	10000000	CE	SP	2018-06-24	2018-02-26	2018-06-24	1444.02	168.0166758	0.028378473	0.04491	1	0		0		0	0.750442291	0.000553	0.009382	0		0	0	0.133333	0.4	0.21225	0.213343	0.382716	0.868285	0.990357	EM_DIA
5694	Fundo 1	Produto 1	Cedente 2	Sacado 567	10000000	CE	RN	2018-06-26	2018-02-27	2018-06-26	1133.5	145.9267733	0.031000721	0.04491	1	0		0		0	0.3135981	0.000553	0.009382	0		0	0	0.133333	0.4	0.21225	0.213343	0.382716	0.868285	0.444406	EM_DIA
5695	Fundo 1	Produto 1	Cedente 2	Sacado 1597	10000000	CE	RS	2018-06-24	2018-02-26	2018-06-24	879.92	118.8608118	0.032737425	0.04491	1	0		0		0	0.379166514	0.000553	0.009382	0		0	0	0.133333	0.4	0.21225	0.213343	0.382716	0.868285	0.998223	EM_DIA
5696	Fundo 2	Produto 1	Cedente 2	Sacado 555	10000000	CE	PR	2018-06-27	2018-04-23	2018-06-26	498.8	32.75764906	0.029791979	0.05058	1	0		0		0	0.743795381	0.000002	0.004415	0		0.163416	0	0.066667	0.2	0.890823	0.877865	0.382716	0.88564	0.779127	EM_DIA
5697	Fundo 1	Produto 1	Cedente 2	Sacado 18	10000000	CE	BA	2018-08-23	2018-05-21	2018-08-25	712	62.99610535	0.027426854	0.054788	1	0.099808	0.041131	0		0.000002	0.345774273	0.000168	0.003311	0		0.266308	0	0	0	0.132428	0.132553	0.382716	0.871933	0.968408	ATRASO
5698	Fundo 1	Produto 1	Cedente 2	Sacado 4615	10000000	CE	BA	2018-08-23	2018-05-22	2018-08-09	1212.07	90.56664644	0.023517686	0.054788	1	0.099808	0.041131	0		0.000002	0.255586558	0.000168	0.003311	0		0.266308	0	0	0	0.132428	0.132553	0.382716	0.871933	0.172909	EM_DIA
5699	Fundo 1	Produto 1	Cedente 2	Sacado 4345	10000000	CE	SC	2018-06-26	2018-03-29	2018-06-26	408	30.7443646	0.024790992	0.046926	1	0		0		0	0.667328981	0.000313	0.003311	0		0.065905	0	0.133333	0.4	0.946039	0.950397	0.382716	0.868756	0.99895	EM_DIA
5700	Fundo 2	Produto 1	Cedente 2	Sacado 4616	10000000	CE	SP	2018-06-26	2018-04-29	2018-06-26	409.23	16.16079427	0.020235245	0.05058	1	0		0		0	0.852281379	0.000002	0.004415	0		0.163416	0	0.066667	0.2	0.890823	0.877865	0.382716	0.88564	0.315305	EM_DIA
5701	Fundo 2	Produto 1	Cedente 2	Sacado 285	10000000	CE	RS	2018-06-26	2018-04-30	2018-06-19	124.39	12.67765294	0.052407542	0.05058	1	0		0		0	0.106112441	0.000002	0.004415	0		0.163416	0	0.066667	0.2	0.890823	0.877865	0.382716	0.88564	0.916954	EM_DIA
5702	Fundo 2	Produto 1	Cedente 2	Sacado 561	10000000	CE	SP	2018-06-25	2018-05-02	2018-06-27	333.1	16.13701429	0.026630686	0.05058	1	0		0		0	0.759643298	0.000002	0.004415	0		0.163416	0	0.066667	0.2	0.890823	0.877865	0.382716	0.88564	0.875159	ATRASO
5703	Fundo 2	Produto 1	Cedente 2	Sacado 144	10000000	CE	BA	2018-06-26	2018-04-28	2018-06-26	1656.71	138.1088313	0.04155392	0.05058	1	0		0		0	0.979050674	0.000002	0.004415	0		0.163416	0	0.066667	0.2	0.890823	0.877865	0.382716	0.88564	0.862817	EM_DIA
5704	Fundo 2	Produto 1	Cedente 2	Sacado 492	10000000	CE	ES	2018-06-25	2018-04-30	2018-06-25	948.56	74.91050353	0.041559799	0.05058	1	0		0		0	0.494954232	0.000002	0.004415	0		0.163416	0	0.066667	0.2	0.890823	0.877865	0.382716	0.88564	0.979957	EM_DIA
5705	Fundo 2	Produto 1	Cedente 2	Sacado 2290	10000000	CE	BA	2018-08-24	2018-04-30	2018-08-24	681.42	84.48382723	0.030688479	0.05058	1	0		0		0	0.929423337	0.000002	0.004415	0		0.163416	0	0.066667	0.2	0.890823	0.877865	0.382716	0.88564	0.007203	EM_DIA
5706	Fundo 2	Produto 1	Cedente 2	Sacado 4617	10000000	CE	SP	2018-08-23	2018-04-29	2018-08-23	992.25	150.1227804	0.037108411	0.05058	1	0		0		0	0.099937355	0.000002	0.004415	0		0.163416	0	0.066667	0.2	0.890823	0.877865	0.382716	0.88564	0.214459	EM_DIA
5707	Fundo 1	Produto 1	Cedente 2	Sacado 3397	10000000	CE	PR	2018-08-24	2018-07-11	2018-08-24	589	48.11828668	0.055001935	0.060341	1	0.221519	0.021851	0		0	0.058478672	0.015915	0.002759	0		0.554136	0	0.133333	0.4	0.246967	0.247353	0.37037	0.871396	0.767951	EM_DIA
5708	Fundo 2	Produto 1	Cedente 2	Sacado 1500	10000000	CE	RS	2018-06-26	2018-04-26	2018-06-26	475.19	32.88422892	0.033455406	0.05058	1	0		0		0	0.263316998	0.000002	0.004415	0		0.163416	0	0.066667	0.2	0.890823	0.877865	0.382716	0.88564	0.99534	EM_DIA
5709	Fundo 2	Produto 1	Cedente 2	Sacado 145	10000000	CE	MG	2018-06-26	2018-04-30	2018-06-26	273.49	23.90097412	0.045082802	0.05058	1	0		0		0	0.328178749	0.000002	0.004415	0		0.163416	0	0.066667	0.2	0.890823	0.877865	0.382716	0.88564	0.99852	EM_DIA
5710	Fundo 1	Produto 1	Cedente 2	Sacado 4618	10000000	CE	SP	2018-06-27	2018-05-03	2018-06-27	127.95	11.9238509	0.049801142	0.05058	1	0		0		0	0.796887113	0.000002	0.004415	0		0.163416	0	0.066667	0.2	0.890823	0.877865	0.382716	0.88564	0.995386	EM_DIA
5711	Fundo 2	Produto 1	Cedente 2	Sacado 4369	10000000	CE	RS	2018-08-26	2018-04-30	2018-08-27	367.34	55.68288251	0.036534202	0.05058	1	0		0		0	0.156098468	0.000002	0.004415	0		0.163416	0	0.066667	0.2	0.890823	0.877865	0.382716	0.88564	0.986364	ATRASO
5712	Fundo 2	Produto 1	Cedente 2	Sacado 2205	10000000	CE	SP	2018-08-26	2018-04-30	2018-08-26	293.44	27.42500805	0.022975378	0.05058	1	0		0		0	0.101858286	0.000002	0.004415	0		0.163416	0	0.066667	0.2	0.890823	0.877865	0.382716	0.88564	0.005946	EM_DIA
5713	Fundo 2	Produto 1	Cedente 2	Sacado 4619	10000000	CE	SP	2018-08-22	2018-04-30	2018-08-22	378.21	37.17837085	0.024981764	0.05058	1	0		0		0	0.018843941	0.000002	0.004415	0		0.163416	0	0.066667	0.2	0.890823	0.877865	0.382716	0.88564	0.833572	EM_DIA
5714	Fundo 2	Produto 1	Cedente 2	Sacado 4620	10000000	CE	RS	2018-08-24	2018-04-27	2018-08-24	196.71	28.09264145	0.034226208	0.05058	1	0		0		0	0.506957738	0.000002	0.004415	0		0.163416	0	0.066667	0.2	0.890823	0.877865	0.382716	0.88564	0.002925	EM_DIA
5715	Fundo 2	Produto 1	Cedente 2	Sacado 809	10000000	CE	MG	2018-08-24	2018-05-01	2018-08-23	370.6	35.31210384	0.024026707	0.05058	1	0		0		0	0.647849129	0.000002	0.004415	0		0.163416	0	0.066667	0.2	0.890823	0.877865	0.382716	0.88564	1	EM_DIA
5716	Fundo 2	Produto 1	Cedente 2	Sacado 442	10000000	CE	SP	2018-08-23	2018-04-30	2018-08-22	357.56	41.46502377	0.029036427	0.05058	1	0		0		0	0.431650166	0.000002	0.004415	0		0.163416	0	0.066667	0.2	0.890823	0.877865	0.382716	0.88564	0.831831	EM_DIA
5717	Fundo 2	Produto 1	Cedente 2	Sacado 2695	10000000	CE	PR	2018-08-25	2018-04-29	2018-08-25	385.81	39.31253007	0.024976061	0.05058	1	0		0		0	0.432366603	0.000002	0.004415	0		0.163416	0	0.066667	0.2	0.890823	0.877865	0.382716	0.88564	0.892234	EM_DIA
5718	Fundo 1	Produto 1	Cedente 11	Sacado 1480	892857	GO	SP	2018-09-27	2018-08-26	2018-09-30	159.02	6.442537933	0.037934473	0.01872	1	0		0		0	0.323295062	0		0		0.599193	0	0.2	0.6	0.35404	0.312021	0.382716	0.990289	0.302021	ATRASO
5719	Fundo 1	Produto 1	Cedente 2	Sacado 1599	10000000	CE	ES	2018-06-26	2018-04-16	2018-06-26	594	64.98439187	0.044844248	0.05058	1	0		0		0	0.78292601	0.000002	0.004415	0		0.163416	0	0.066667	0.2	0.890823	0.877865	0.382716	0.88564	0.180473	EM_DIA
5720	Fundo 1	Produto 1	Cedente 11	Sacado 888	892857	GO	SP	2018-09-26	2018-08-20	2018-09-29	1017.36	27.60722755	0.021946399	0.01872	1	0		0		0	0.247536759	0		0		0.599193	0	0.2	0.6	0.35404	0.312021	0.382716	0.990289	0.130965	ATRASO
5721	Fundo 2	Produto 1	Cedente 2	Sacado 149	10000000	CE	PR	2018-08-24	2018-04-30	2018-08-24	794.45	94.77513294	0.029575575	0.05058	1	0		0		0	0.049298059	0.000002	0.004415	0		0.163416	0	0.066667	0.2	0.890823	0.877865	0.382716	0.88564	0.986367	EM_DIA
5722	Fundo 1	Produto 1	Cedente 2	Sacado 4209	10000000	CE	SP	2018-04-03	2017-10-02	2018-04-04	474.47	48.0783002	0.015948635	0.026995	1	0		0		0	0.797272078	0.001304	0.001104	0		0.159381	0	0.066667	0.2	0.170634	0.172491	0.407407	0.863363	0.985155	ATRASO
5723	Fundo 1	Produto 1	Cedente 11	Sacado 4621	892857	GO	GO	2018-09-28	2018-08-20	2018-09-30	149.55	8.340309875	0.04262959	0.01872	1	0		0		0	0.352075004	0		0		0.599193	0	0.2	0.6	0.35404	0.312021	0.382716	0.990289	0.987896	ATRASO
5724	Fundo 1	Produto 1	Cedente 11	Sacado 863	892857	GO	SP	2018-09-28	2018-08-21	2018-09-29	1068.9	65.25748659	0.047895852	0.01872	1	0		0		0	0.249634722	0		0		0.599193	0	0.2	0.6	0.35404	0.312021	0.382716	0.990289	0.784656	ATRASO
5725	Fundo 1	Produto 1	Cedente 11	Sacado 4622	892857	GO	SP	2018-09-29	2018-08-21	2018-09-30	186.61	13.70264379	0.056019371	0.01872	1	0		0		0	0.257653425	0		0		0.599193	0	0.2	0.6	0.35404	0.312021	0.382716	0.990289	0.985637	ATRASO
5726	Fundo 1	Produto 1	Cedente 2	Sacado 474	10000000	CE	GO	2018-06-27	2018-04-03	2018-06-22	270.88	28.80727907	0.036313298	0.049404	1	0		0		0	0.347931627	0.000294	0.014901	0		0.065905	0	0.133333	0.4	0.068841	0.067488	0.37037	0.890251	0.73688	EM_DIA
